EACODE;source;value
30501806;CJF;3
30501806;DoIWD;3
30501806;WPDx;1
30501807;CJF;7
30501807;DoIWD;4
30501807;Madzi Alipo;3
30501807;WPDx;4
30501808;CJF;3
30501808;DoIWD;1
30501808;Madzi Alipo;1
30501808;WPDx;1
30501809;CJF;2
30501809;Madzi Alipo;1
30501810;CJF;1
30501810;DoIWD;4
30501810;Madzi Alipo;1
30501901;CJF;3
30501901;Madzi Alipo;2
30502001;CJF;1
30502001;DoIWD;4
30502001;Madzi Alipo;1
30502002;CJF;4
30502002;DoIWD;7
30502003;CJF;1
30502003;DoIWD;2
30502003;Madzi Alipo;1
30502004;CJF;1
30502004;DoIWD;2
30502004;Madzi Alipo;1
30502005;CJF;1
30502005;DoIWD;4
30502005;Madzi Alipo;4
30502006;CJF;5
30502006;DoIWD;6
30502007;CJF;4
30502007;DoIWD;8
30502008;CJF;3
30502008;DoIWD;3
30502008;Madzi Alipo;1
30502009;CJF;4
30502009;DoIWD;3
30502010;CJF;2
30502010;DoIWD;1
30502010;Madzi Alipo;1
30502011;CJF;5
30502011;DoIWD;5
30502011;Madzi Alipo;2
30502012;CJF;4
30502012;DoIWD;9
30502012;Madzi Alipo;7
30502013;CJF;8
30502013;DoIWD;5
30502014;CJF;5
30502014;DoIWD;3
30502014;Madzi Alipo;2
30502015;CJF;8
30502015;DoIWD;2
30502016;CJF;7
30502016;DoIWD;2
30502017;CJF;5
30502017;DoIWD;4
30502017;Madzi Alipo;2
30502018;CJF;4
30502018;DoIWD;10
30502018;Madzi Alipo;1
30502019;CJF;6
30502019;DoIWD;1
30502019;Madzi Alipo;3
30502020;CJF;8
30502020;DoIWD;4
30502802;CJF;1
30502802;DoIWD;5
30502802;Madzi Alipo;5
30502802;WPDx;5
30502803;CJF;8
30502803;DoIWD;6
30502803;Madzi Alipo;7
30503001;CJF;6
30503001;DoIWD;4
30503002;CJF;7
30503002;DoIWD;7
30503003;CJF;13
30503003;DoIWD;9
30503003;Madzi Alipo;2
30503004;CJF;3
30503004;DoIWD;2
30503004;Madzi Alipo;1
30503005;CJF;3
30503005;DoIWD;9
30503005;Madzi Alipo;1
30503006;CJF;16
30503006;DoIWD;8
30503006;Madzi Alipo;5
30503006;WPDx;2
30503007;CJF;4
30503007;DoIWD;5
30503008;CJF;5
30503008;DoIWD;7
30503008;Madzi Alipo;2
30503009;CJF;1
30503009;DoIWD;4
30503010;CJF;6
30503010;DoIWD;6
30503011;CJF;8
30503011;DoIWD;6
30503011;Madzi Alipo;1
30503012;CJF;1
30503012;DoIWD;7
30503012;Madzi Alipo;2
30503013;CJF;5
30503013;DoIWD;5
30503013;Madzi Alipo;1
30503014;CJF;7
30503014;DoIWD;7
30503014;Madzi Alipo;4
30503015;CJF;7
30503015;DoIWD;9
30503015;Madzi Alipo;3
30503016;CJF;2
30503016;DoIWD;5
30503016;Madzi Alipo;3
30503017;CJF;1
30503017;DoIWD;4
30503017;Madzi Alipo;3
30503018;CJF;3
30503018;DoIWD;10
30503018;Madzi Alipo;1
30503019;CJF;1
30503019;DoIWD;8
30503020;CJF;2
30503020;DoIWD;13
30503021;CJF;2
30503021;DoIWD;7
30503021;Madzi Alipo;1
30503022;CJF;8
30503022;DoIWD;11
30503022;Madzi Alipo;2
30503023;CJF;12
30503023;DoIWD;6
30503023;Madzi Alipo;2
30503024;CJF;13
30503024;DoIWD;7
30503024;Madzi Alipo;3
30503025;CJF;7
30503025;DoIWD;5
30503026;CJF;6
30503026;DoIWD;11
30503027;CJF;5
30503027;DoIWD;6
30503028;CJF;11
30503028;DoIWD;11
30503028;Madzi Alipo;4
30503029;CJF;8
30503029;DoIWD;8
30503029;Madzi Alipo;1
30503030;CJF;15
30503030;DoIWD;10
30503030;Madzi Alipo;2
30503801;CJF;3
30503801;DoIWD;4
30503801;Madzi Alipo;1
30503801;WPDx;1
30504001;CJF;2
30504001;DoIWD;4
30504001;Madzi Alipo;26
30504002;DoIWD;6
30504002;Madzi Alipo;11
30504003;CJF;2
30504003;DoIWD;3
30504003;Madzi Alipo;12
30504004;Madzi Alipo;3
30504005;CJF;5
30504005;DoIWD;2
30504005;Madzi Alipo;12
30504006;CJF;1
30504006;DoIWD;8
30504006;Madzi Alipo;14
30504007;CJF;1
30504007;DoIWD;3
30504007;Madzi Alipo;10
30504008;CJF;5
30504008;DoIWD;6
30504008;Madzi Alipo;24
30504009;CJF;4
30504009;DoIWD;4
30504009;Madzi Alipo;13
30504009;WPDx;1
30504010;CJF;5
30504010;DoIWD;10
30504010;Madzi Alipo;74
30504010;WPDx;7
30504011;CJF;8
30504011;DoIWD;8
30504011;Madzi Alipo;82
30504011;WPDx;13
30504012;CJF;23
30504012;DoIWD;7
30504012;Madzi Alipo;87
30504012;WPDx;1
30504013;CJF;5
30504013;DoIWD;3
30504013;Madzi Alipo;22
30504014;CJF;6
30504014;DoIWD;9
30504014;Madzi Alipo;46
30504014;WPDx;4
30504015;CJF;6
30504015;DoIWD;6
30504015;Madzi Alipo;19
30504016;CJF;1
30504016;DoIWD;5
30504016;Madzi Alipo;43
30504017;CJF;5
30504017;DoIWD;9
30504017;Madzi Alipo;30
30504017;WPDx;7
30504018;DoIWD;3
30504018;Madzi Alipo;4
30504019;CJF;11
30504019;DoIWD;8
30504019;Madzi Alipo;36
30504019;WPDx;1
30504020;CJF;9
30504020;DoIWD;6
30504020;Madzi Alipo;25
30504021;CJF;7
30504021;DoIWD;4
30504021;Madzi Alipo;16
30504022;CJF;5
30504022;DoIWD;1
30504022;Madzi Alipo;16
30504023;CJF;8
30504023;DoIWD;3
30504023;Madzi Alipo;17
30504024;CJF;8
30504024;DoIWD;5
30504024;Madzi Alipo;46
30504025;CJF;3
30504025;DoIWD;5
30504025;Madzi Alipo;23
30504026;CJF;5
30504026;DoIWD;2
30504026;Madzi Alipo;25
30505001;CJF;2
30505001;DoIWD;3
30505001;Madzi Alipo;1
30505001;WPDx;1
30505002;CJF;7
30505002;DoIWD;9
30505003;CJF;1
30505003;DoIWD;4
30505003;Madzi Alipo;1
30505004;CJF;3
30505004;DoIWD;8
30505004;Madzi Alipo;3
30505005;CJF;1
30505005;DoIWD;1
30505005;Madzi Alipo;2
30505006;CJF;7
30505006;DoIWD;5
30505006;Madzi Alipo;1
30505007;CJF;2
30505007;DoIWD;10
30505007;Madzi Alipo;2
30505008;DoIWD;2
30505008;Madzi Alipo;1
30505009;CJF;4
30505009;DoIWD;6
30505009;Madzi Alipo;1
30505010;DoIWD;5
30505011;CJF;3
30505011;DoIWD;5
30505011;Madzi Alipo;3
30505012;DoIWD;5
30505012;Madzi Alipo;2
30505013;CJF;2
30505013;DoIWD;2
30505013;Madzi Alipo;1
30505014;CJF;5
30505014;DoIWD;10
30505014;Madzi Alipo;5
30505015;CJF;4
30505015;DoIWD;10
30505015;Madzi Alipo;1
30506001;CJF;2
30506001;DoIWD;1
30506001;Madzi Alipo;1
30506002;CJF;5
30506002;DoIWD;3
30506002;Madzi Alipo;1
30506003;CJF;1
30506003;DoIWD;8
30506003;Madzi Alipo;3
30506004;DoIWD;5
30506005;CJF;2
30506005;DoIWD;3
30506005;Madzi Alipo;1
30506006;CJF;5
30506006;DoIWD;2
30506007;CJF;7
30506007;DoIWD;8
30506007;Madzi Alipo;3
30506008;CJF;1
30506008;DoIWD;8
30506008;Madzi Alipo;6
30506009;CJF;5
30506009;DoIWD;9
30506009;Madzi Alipo;5
30506010;CJF;9
30506010;DoIWD;5
30506010;Madzi Alipo;4
30506011;CJF;3
30506011;DoIWD;3
30506011;Madzi Alipo;3
30506012;CJF;4
30506012;DoIWD;3
30506013;CJF;5
30506013;DoIWD;2
30506013;Madzi Alipo;2
30506014;CJF;9
30506014;DoIWD;3
30506014;Madzi Alipo;1
30506015;CJF;9
30506015;DoIWD;3
30506015;Madzi Alipo;5
30506015;WPDx;1
30506016;CJF;8
30506016;DoIWD;3
30506016;Madzi Alipo;4
30506016;WPDx;2
30506017;CJF;13
30506017;DoIWD;10
30506017;Madzi Alipo;8
30506017;WPDx;2
30506018;CJF;11
30506018;DoIWD;9
30506018;Madzi Alipo;7
30506018;WPDx;4
30506019;CJF;9
30506019;DoIWD;11
30506019;Madzi Alipo;8
30506019;WPDx;4
30506020;CJF;7
30506020;DoIWD;7
30506020;Madzi Alipo;5
30506020;WPDx;4
30506021;CJF;3
30506021;DoIWD;2
30506021;Madzi Alipo;6
30506021;WPDx;5
30506022;CJF;6
30506022;DoIWD;6
30506022;Madzi Alipo;10
30506022;WPDx;10
30506023;CJF;5
30506023;DoIWD;2
30506023;Madzi Alipo;8
30506023;WPDx;4
30506024;CJF;4
30506024;DoIWD;2
30506024;Madzi Alipo;14
30506024;WPDx;11
30506025;CJF;4
30506025;DoIWD;11
30506025;Madzi Alipo;11
30506025;WPDx;5
30506026;CJF;2
30506026;DoIWD;10
30506026;Madzi Alipo;13
30506026;WPDx;9
30506027;CJF;3
30506027;DoIWD;1
30506027;Madzi Alipo;7
30506027;WPDx;5
30506028;CJF;2
30506028;DoIWD;5
30506028;Madzi Alipo;6
30506028;WPDx;6
30506030;CJF;9
30506030;DoIWD;3
30506030;Madzi Alipo;19
30506030;WPDx;14
30506031;CJF;3
30506031;DoIWD;8
30506031;Madzi Alipo;2
30506031;WPDx;1
30506032;CJF;3
30506032;DoIWD;8
30506032;Madzi Alipo;15
30506032;WPDx;11
30506033;CJF;2
30506033;DoIWD;3
30506033;Madzi Alipo;7
30506033;WPDx;6
30506034;CJF;3
30506034;DoIWD;8
30506034;Madzi Alipo;10
30506035;Madzi Alipo;6
30506036;CJF;3
30506036;DoIWD;3
30506036;Madzi Alipo;4
30506037;CJF;12
30506037;DoIWD;2
30506037;Madzi Alipo;1
30506038;CJF;3
30506038;DoIWD;4
30506038;Madzi Alipo;7
30506039;CJF;5
30506039;DoIWD;3
30506039;Madzi Alipo;5
30506040;CJF;13
30506040;DoIWD;2
30506040;Madzi Alipo;7
30506041;CJF;5
30506041;DoIWD;5
30506041;Madzi Alipo;4
30506042;CJF;4
30506042;DoIWD;5
30506042;Madzi Alipo;18
30506042;WPDx;1
30506043;CJF;5
30506043;DoIWD;7
30506043;Madzi Alipo;9
30506043;WPDx;9
30506044;CJF;3
30506044;DoIWD;1
30506044;Madzi Alipo;4
30506044;WPDx;1
30506045;CJF;2
30506045;DoIWD;1
30506046;CJF;2
30506046;DoIWD;2
30506046;Madzi Alipo;1
30506046;WPDx;6
30506047;CJF;2
30506047;DoIWD;2
30506047;Madzi Alipo;5
30506047;WPDx;6
30506048;CJF;1
30506048;WPDx;3
30506050;CJF;4
30506050;DoIWD;2
30506050;WPDx;4
30506051;CJF;2
30506051;DoIWD;1
30506051;Madzi Alipo;2
30506051;WPDx;6
30506052;CJF;1
30506052;DoIWD;3
30506052;Madzi Alipo;4
30506052;WPDx;8
30506053;CJF;1
30506053;DoIWD;1
30506053;WPDx;3
30506054;WPDx;2
30506055;CJF;5
30506055;DoIWD;6
30506055;Madzi Alipo;1
30506055;WPDx;10
30506802;CJF;3
30506803;CJF;2
30506803;DoIWD;7
30506803;Madzi Alipo;15
30506803;WPDx;9
30506804;CJF;1
30506804;DoIWD;6
30506804;Madzi Alipo;10
30506804;WPDx;3
30506805;CJF;1
30506805;DoIWD;5
30506805;Madzi Alipo;5
30506805;WPDx;4
30506806;CJF;6
30506806;DoIWD;7
30506806;Madzi Alipo;6
30506806;WPDx;6
30506901;Madzi Alipo;2
30506901;WPDx;2
30507001;CJF;8
30507001;DoIWD;9
30507001;Madzi Alipo;1
30507002;CJF;7
30507002;DoIWD;2
30507002;Madzi Alipo;6
30507003;CJF;1
30507003;DoIWD;5
30507003;Madzi Alipo;2
30507004;DoIWD;9
30507005;CJF;4
30507005;DoIWD;4
30507006;CJF;1
30507006;DoIWD;2
30507007;DoIWD;2
30507008;DoIWD;3
30507008;Madzi Alipo;2
30507009;CJF;5
30507009;DoIWD;5
30507009;Madzi Alipo;3
30507010;CJF;4
30507010;DoIWD;6
30507010;Madzi Alipo;3
30507011;CJF;2
30507011;DoIWD;1
30507011;Madzi Alipo;2
30507011;WPDx;2
30507012;CJF;2
30507012;DoIWD;6
30507013;CJF;1
30507013;DoIWD;3
30507013;Madzi Alipo;5
30507014;DoIWD;1
30507014;Madzi Alipo;4
30507014;WPDx;1
30507015;CJF;1
30507015;DoIWD;5
30507015;Madzi Alipo;3
30507016;CJF;1
30507016;DoIWD;4
30507016;Madzi Alipo;1
30507017;CJF;2
30507017;DoIWD;7
30507017;Madzi Alipo;2
30507018;DoIWD;5
30507018;Madzi Alipo;1
30507019;DoIWD;4
30507020;CJF;7
30507020;DoIWD;5
30507021;CJF;6
30507021;DoIWD;2
30508001;Madzi Alipo;1
30508002;Madzi Alipo;3
30508002;WPDx;1
30508003;DoIWD;1
30508004;CJF;3
30508004;DoIWD;3
30508005;CJF;11
30508005;DoIWD;10
30508005;Madzi Alipo;3
30508005;WPDx;3
30508006;CJF;2
30508006;Madzi Alipo;4
30508007;CJF;2
30508007;DoIWD;3
30508007;Madzi Alipo;12
30508007;WPDx;2
30508008;CJF;1
30508008;Madzi Alipo;4
30508008;WPDx;2
30508009;DoIWD;1
30508009;Madzi Alipo;13
30508009;WPDx;3
30508010;DoIWD;3
30508010;Madzi Alipo;11
30508010;WPDx;2
30508011;CJF;4
30508011;DoIWD;8
30508011;Madzi Alipo;14
30508011;WPDx;5
30508012;CJF;1
30508012;DoIWD;6
30508012;Madzi Alipo;21
30508012;WPDx;13
30508013;DoIWD;3
30508013;Madzi Alipo;10
30508013;WPDx;5
30508014;CJF;1
30508014;DoIWD;4
30508014;Madzi Alipo;22
30508014;WPDx;14
30508015;DoIWD;1
30508015;Madzi Alipo;9
30508015;WPDx;1
30508016;CJF;3
30508016;DoIWD;5
30508016;Madzi Alipo;4
30508016;WPDx;1
30508017;CJF;2
30508017;DoIWD;6
30508017;Madzi Alipo;1
30508018;CJF;7
30508018;DoIWD;3
30508018;Madzi Alipo;5
30508018;WPDx;3
30508019;CJF;4
30508019;DoIWD;3
30508019;Madzi Alipo;8
30508019;WPDx;3
30508020;CJF;5
30508020;DoIWD;5
30508020;Madzi Alipo;6
30508020;WPDx;3
30508021;CJF;8
30508021;DoIWD;6
30508021;Madzi Alipo;9
30508022;CJF;2
30508022;DoIWD;2
30508022;Madzi Alipo;7
30508022;WPDx;2
30508023;CJF;5
30508023;DoIWD;2
30508023;Madzi Alipo;9
30508023;WPDx;2
30508024;CJF;1
30508024;DoIWD;4
30508024;Madzi Alipo;20
30508024;WPDx;12
30508025;CJF;3
30508025;DoIWD;3
30508025;Madzi Alipo;14
30508025;WPDx;5
30508026;CJF;7
30508026;DoIWD;5
30508026;Madzi Alipo;33
30508026;WPDx;9
30508027;CJF;7
30508027;DoIWD;6
30508027;Madzi Alipo;7
30508027;WPDx;2
30508028;CJF;8
30508028;DoIWD;2
30508028;Madzi Alipo;14
30508028;WPDx;5
30508029;CJF;8
30508029;DoIWD;4
30508029;Madzi Alipo;20
30508029;WPDx;7
30508030;CJF;7
30508030;DoIWD;2
30508030;Madzi Alipo;24
30508030;WPDx;5
30508031;DoIWD;3
30508031;Madzi Alipo;5
30508031;WPDx;5
30508032;CJF;2
30508032;DoIWD;2
30508032;Madzi Alipo;6
30508032;WPDx;6
30508033;CJF;8
30508033;DoIWD;1
30508033;Madzi Alipo;7
30508033;WPDx;5
30508034;CJF;2
30508034;DoIWD;5
30508034;Madzi Alipo;13
30508034;WPDx;19
30508035;CJF;1
30508035;DoIWD;4
30508035;Madzi Alipo;11
30508035;WPDx;4
30508036;CJF;1
30508036;DoIWD;9
30508036;Madzi Alipo;16
30508036;WPDx;10
30508037;CJF;3
30508037;DoIWD;4
30508037;Madzi Alipo;8
30508037;WPDx;4
30508038;CJF;8
30508038;DoIWD;12
30508038;Madzi Alipo;51
30508038;WPDx;28
30508039;CJF;8
30508039;DoIWD;7
30508039;Madzi Alipo;30
30508039;WPDx;23
30508040;CJF;3
30508040;DoIWD;8
30508040;Madzi Alipo;1
30508040;WPDx;1
30508041;CJF;7
30508041;DoIWD;4
30508041;Madzi Alipo;7
30508041;WPDx;2
30508042;CJF;1
30508042;DoIWD;2
30508042;Madzi Alipo;13
30508042;WPDx;1
30508043;CJF;3
30508043;DoIWD;1
30508043;Madzi Alipo;9
30508043;WPDx;6
30508044;CJF;10
30508044;DoIWD;6
30508044;Madzi Alipo;11
30508044;WPDx;6
30508045;CJF;7
30508045;DoIWD;7
30508045;Madzi Alipo;51
30508045;WPDx;27
30508046;CJF;13
30508046;Madzi Alipo;8
30508046;WPDx;2
30508047;CJF;8
30508047;Madzi Alipo;11
30508047;WPDx;9
30508048;CJF;7
30508048;Madzi Alipo;7
30508048;WPDx;3
30508049;CJF;7
30508049;DoIWD;1
30508049;Madzi Alipo;18
30508049;WPDx;12
30508050;CJF;7
30508050;DoIWD;3
30508050;Madzi Alipo;14
30508050;WPDx;10
30508051;CJF;2
30508051;DoIWD;4
30508051;Madzi Alipo;21
30508051;WPDx;11
30508052;CJF;5
30508052;DoIWD;4
30508052;Madzi Alipo;28
30508052;WPDx;11
30508053;CJF;9
30508053;Madzi Alipo;22
30508053;WPDx;2
30508801;CJF;5
30508801;DoIWD;8
30508801;Madzi Alipo;53
30508801;WPDx;26
30508901;CJF;1
30508901;DoIWD;3
30508901;Madzi Alipo;2
30508901;WPDx;2
30531001;CJF;1
30531001;DoIWD;7
30531001;Madzi Alipo;1
30531002;CJF;1
30531002;DoIWD;4
30531002;Madzi Alipo;1
30531002;WPDx;2
30531003;WPDx;1
30531004;CJF;2
30531004;Madzi Alipo;1
30531004;WPDx;5
30531005;CJF;1
30531005;Madzi Alipo;4
30531005;WPDx;7
30531006;CJF;1
30531006;WPDx;2
30531007;CJF;1
30531007;DoIWD;3
30531007;WPDx;5
30531008;CJF;3
30531008;DoIWD;2
30531008;Madzi Alipo;5
30531008;WPDx;3
30531009;CJF;1
30531009;Madzi Alipo;1
30531009;WPDx;8
30531010;DoIWD;2
30531010;WPDx;2
30531011;Madzi Alipo;2
30531011;WPDx;2
30531014;Madzi Alipo;1
30531014;WPDx;1
30531015;Madzi Alipo;1
30531016;CJF;1
30531016;Madzi Alipo;2
30531016;WPDx;2
30531017;Madzi Alipo;1
30531017;WPDx;2
30531018;WPDx;1
30531019;CJF;2
30531019;Madzi Alipo;1
30531019;WPDx;2
30531020;Madzi Alipo;2
30531020;WPDx;2
30531021;CJF;1
30531021;Madzi Alipo;5
30531021;WPDx;4
30531023;WPDx;2
30532001;CJF;1
30532001;Madzi Alipo;1
30532001;WPDx;3
30532004;CJF;1
30532004;DoIWD;1
30532004;WPDx;1
30532005;CJF;1
30532005;DoIWD;1
30532005;Madzi Alipo;1
30532005;WPDx;4
30532006;CJF;1
30532006;DoIWD;1
30532006;Madzi Alipo;1
30532007;CJF;2
30532008;CJF;3
30532008;DoIWD;7
30532008;Madzi Alipo;2
30532009;DoIWD;2
30532009;Madzi Alipo;2
30532009;WPDx;2
30532010;CJF;1
30532010;DoIWD;2
30532010;WPDx;2
30532011;WPDx;1
30532012;CJF;1
30532012;Madzi Alipo;2
30532012;WPDx;3
30532013;CJF;3
30532013;DoIWD;3
30532013;Madzi Alipo;1
30532013;WPDx;4
30532014;CJF;7
30532014;DoIWD;2
30532014;Madzi Alipo;2
30532014;WPDx;4
30532015;CJF;1
30532015;DoIWD;1
30532015;Madzi Alipo;1
30532015;WPDx;1
30532016;CJF;2
30532016;Madzi Alipo;1
30532016;WPDx;3
30533001;CJF;4
30533001;DoIWD;2
30533001;WPDx;3
30533002;CJF;6
30533002;DoIWD;1
30533002;WPDx;3
30533003;CJF;3
30533003;DoIWD;3
30533003;Madzi Alipo;2
30533003;WPDx;3
30533004;Madzi Alipo;1
30533004;WPDx;2
30533007;Madzi Alipo;2
30533007;WPDx;2
30533008;CJF;7
30533008;Madzi Alipo;9
30533008;WPDx;7
30533009;CJF;1
30533009;Madzi Alipo;2
30533009;WPDx;1
30533010;CJF;2
30533010;Madzi Alipo;1
30533010;WPDx;3
30533012;Madzi Alipo;2
30533012;WPDx;1
30533014;CJF;6
30533014;Madzi Alipo;8
30533014;WPDx;9
30534001;CJF;2
30534001;DoIWD;1
30534001;Madzi Alipo;1
30534001;WPDx;3
30534002;CJF;2
30534002;Madzi Alipo;1
30534002;WPDx;1
30534003;CJF;5
30534003;DoIWD;1
30534003;Madzi Alipo;4
30534003;WPDx;6
30534004;CJF;1
30534005;CJF;1
30534005;Madzi Alipo;1
30534007;CJF;3
30534007;Madzi Alipo;2
30534007;WPDx;3
30534008;CJF;3
30534008;Madzi Alipo;1
30534008;WPDx;2
30534009;CJF;2
30534009;Madzi Alipo;2
30534009;WPDx;4
30534010;CJF;2
30534010;WPDx;1
30534014;Madzi Alipo;1
30534014;WPDx;1
30534015;CJF;6
30534015;Madzi Alipo;1
30534015;WPDx;6
30535001;WPDx;2
30535002;WPDx;1
30535003;WPDx;1
30535005;WPDx;1
30535006;WPDx;4
30535008;WPDx;1
30535009;WPDx;1
30535010;CJF;1
30535010;WPDx;2
30535011;Madzi Alipo;1
30535011;WPDx;1
30535012;Madzi Alipo;2
30535012;WPDx;1
30536002;WPDx;1
30536004;WPDx;2
30536008;CJF;1
30536009;CJF;1
30536009;WPDx;2
30536010;CJF;6
30536011;Madzi Alipo;2
30536011;WPDx;1
30536012;WPDx;3
30536013;WPDx;1
30536014;WPDx;1
30536015;CJF;1
30536015;Madzi Alipo;2
30536015;WPDx;4
30536016;Madzi Alipo;1
30536016;WPDx;6
30536017;Madzi Alipo;1
30536017;WPDx;2
30536018;WPDx;1
30536019;Madzi Alipo;2
30536019;WPDx;4
30536020;Madzi Alipo;1
30536020;WPDx;1
30536021;Madzi Alipo;1
30536021;WPDx;2
30536024;Madzi Alipo;1
30536024;WPDx;2
30536025;Madzi Alipo;1
30536026;CJF;6
30536026;Madzi Alipo;4
30536026;WPDx;2
30536027;CJF;1
30536027;Madzi Alipo;1
30536027;WPDx;1
30536028;CJF;9
30536029;CJF;7
30536029;Madzi Alipo;1
30536029;WPDx;2
30536030;Madzi Alipo;1
30536030;WPDx;1
30536031;CJF;2
30536031;Madzi Alipo;1
30536031;WPDx;1
30536032;CJF;2
30536032;Madzi Alipo;2
30536032;WPDx;5
30536033;Madzi Alipo;1
30536034;CJF;1
30536034;Madzi Alipo;4
30536034;WPDx;5
30536035;Madzi Alipo;1
30536035;WPDx;4
30536036;Madzi Alipo;2
30536036;WPDx;3
30536038;Madzi Alipo;1
30536038;WPDx;5
30536039;Madzi Alipo;1
30536039;WPDx;1
30536040;Madzi Alipo;1
30536040;WPDx;5
30536041;CJF;2
30536041;Madzi Alipo;2
30536041;WPDx;3
30536043;WPDx;2
30536044;Madzi Alipo;1
30536044;WPDx;1
30536045;CJF;2
30536045;Madzi Alipo;2
30536045;WPDx;3
30537003;WPDx;1
30537004;CJF;1
30537004;WPDx;2
30537006;WPDx;1
30537007;Madzi Alipo;2
30537007;WPDx;3
30537009;WPDx;1
30537010;CJF;1
30537010;WPDx;3
30537012;CJF;3
30537012;Madzi Alipo;1
30537012;WPDx;2
30538001;WPDx;1
30538002;CJF;2
30538002;WPDx;4
30538003;CJF;2
30538003;WPDx;1
30538004;CJF;2
30538004;Madzi Alipo;4
30538004;WPDx;7
30539001;CJF;2
30539001;WPDx;5
30539003;Madzi Alipo;1
30539003;WPDx;2
30539004;CJF;3
30539004;Madzi Alipo;4
30539004;WPDx;7
30539005;CJF;2
30539005;Madzi Alipo;1
30539005;WPDx;7
30539007;Madzi Alipo;1
30539007;WPDx;5
30539008;Madzi Alipo;3
30539008;WPDx;9
30539009;Madzi Alipo;1
30539009;WPDx;2
30539011;Madzi Alipo;1
30539011;WPDx;1
30539012;Madzi Alipo;1
30539012;WPDx;2
30539014;WPDx;3
30539015;WPDx;2
30539016;CJF;1
30539016;Madzi Alipo;2
30539016;WPDx;3
30539017;Madzi Alipo;1
30539017;WPDx;2
30539018;Madzi Alipo;2
30539018;WPDx;3
30539019;CJF;1
30539019;Madzi Alipo;1
30539019;WPDx;2
30539020;CJF;1
30539020;Madzi Alipo;4
30539020;WPDx;7
30539021;Madzi Alipo;1
30539021;WPDx;3
30539022;CJF;1
30539022;Madzi Alipo;1
30539022;WPDx;4
30539023;Madzi Alipo;1
30539023;WPDx;4
30539024;CJF;1
30539024;Madzi Alipo;2
30539024;WPDx;5
30539025;WPDx;2
30539026;CJF;3
30539026;WPDx;4
30539028;CJF;1
30539028;Madzi Alipo;2
30539028;WPDx;3
30539029;WPDx;1
30539030;CJF;3
30539030;Madzi Alipo;3
30539030;WPDx;21
30540001;Madzi Alipo;2
30540001;WPDx;3
30540002;WPDx;1
30540003;Madzi Alipo;1
30540003;WPDx;2
30540004;CJF;1
30540004;Madzi Alipo;1
30540004;WPDx;1
30540005;CJF;1
30540005;Madzi Alipo;4
30540005;WPDx;4
30540007;Madzi Alipo;2
30540007;WPDx;3
30540008;Madzi Alipo;1
30540008;WPDx;1
30540009;CJF;1
30540010;Madzi Alipo;2
30540010;WPDx;3
30540011;CJF;1
30540011;WPDx;1
30540012;CJF;2
30540012;Madzi Alipo;3
30540012;WPDx;3
30540013;CJF;2
30540013;Madzi Alipo;2
30540013;WPDx;2
30541001;CJF;1
30541001;Madzi Alipo;1
30541002;Madzi Alipo;1
30541005;CJF;4
30541005;DoIWD;2
30541005;Madzi Alipo;2
30541005;WPDx;2
30541006;CJF;1
30541006;WPDx;1
30541007;CJF;2
30541007;Madzi Alipo;2
30541007;WPDx;2
30541008;CJF;2
30541008;Madzi Alipo;2
30541008;WPDx;2
30541009;CJF;2
30541009;Madzi Alipo;2
30541009;WPDx;3
30541011;CJF;1
30541011;Madzi Alipo;1
30541011;WPDx;1
30541012;CJF;2
30541012;DoIWD;2
30541012;WPDx;1
30541013;CJF;3
30541013;WPDx;4
30541014;CJF;3
30541014;DoIWD;1
30541014;Madzi Alipo;1
30541014;WPDx;2
30541015;CJF;5
30541015;Madzi Alipo;2
30541015;WPDx;7
30543001;CJF;1
30543002;Madzi Alipo;2
30543002;WPDx;2
30544004;CJF;1
30544005;WPDx;1
30545001;CJF;1
30545001;Madzi Alipo;1
30545002;CJF;5
30545002;DoIWD;4
30545002;Madzi Alipo;1
30545003;CJF;1
30545003;DoIWD;8
30545004;CJF;4
30545004;Madzi Alipo;3
30545004;WPDx;6
30545005;CJF;2
30545005;DoIWD;1
30545005;Madzi Alipo;1
30545005;WPDx;6
30545006;CJF;1
30545006;WPDx;3
30545905;CJF;4
30545905;Madzi Alipo;4
30545905;WPDx;2
30546001;CJF;2
30546003;CJF;3
30546003;Madzi Alipo;1
30546003;WPDx;1
30546004;CJF;1
30546005;CJF;1
30546005;WPDx;1
30546008;CJF;1
30546008;WPDx;1
30546009;WPDx;1
30546010;Madzi Alipo;4
30546010;WPDx;1
30546011;Madzi Alipo;1
30546011;WPDx;1
30546012;Madzi Alipo;1
30546012;WPDx;5
30546015;DoIWD;5
30547001;CJF;1
30547001;Madzi Alipo;5
30547001;WPDx;10
30547002;Madzi Alipo;3
30547002;WPDx;5
30547003;CJF;3
30547003;Madzi Alipo;5
30547003;WPDx;10
30547004;Madzi Alipo;1
30547004;WPDx;2
30547008;Madzi Alipo;1
30547008;WPDx;3
30547010;CJF;1
30547010;Madzi Alipo;4
30547010;WPDx;4
30547011;Madzi Alipo;1
30547011;WPDx;3
30547012;Madzi Alipo;2
30547012;WPDx;3
30548001;CJF;3
30548001;Madzi Alipo;1
30548001;WPDx;11
30548009;WPDx;2
30548012;CJF;1
30548012;Madzi Alipo;2
30548012;WPDx;7
30548014;WPDx;2
30548015;Madzi Alipo;2
30548015;WPDx;4
30548017;Madzi Alipo;1
