EACODE;source;value
30306080;DoIWD;5
30306080;Madzi Alipo;15
30306080;WPDx;15
30306081;DoIWD;1
30306081;Madzi Alipo;23
30306081;WPDx;23
30306082;DoIWD;2
30306082;Madzi Alipo;7
30306082;WPDx;7
30306083;DoIWD;4
30306083;Madzi Alipo;4
30306083;WPDx;4
30306084;DoIWD;16
30306084;Madzi Alipo;9
30306084;WPDx;9
30306085;DoIWD;2
30306085;Madzi Alipo;14
30306085;WPDx;14
30306086;DoIWD;2
30306086;Madzi Alipo;12
30306086;WPDx;12
30306087;DoIWD;3
30306087;Madzi Alipo;25
30306087;WPDx;23
30306088;DoIWD;1
30306088;Madzi Alipo;5
30306088;WPDx;5
30306089;DoIWD;1
30306089;Madzi Alipo;17
30306089;WPDx;17
30306090;DoIWD;1
30306090;Madzi Alipo;3
30306090;WPDx;3
30306091;DoIWD;2
30306091;Madzi Alipo;9
30306091;WPDx;9
30306092;DoIWD;5
30306092;Madzi Alipo;11
30306092;WPDx;11
30306093;DoIWD;8
30306093;Madzi Alipo;11
30306093;WPDx;10
30306094;DoIWD;1
30306094;Madzi Alipo;5
30306094;WPDx;5
30306095;DoIWD;2
30306095;Madzi Alipo;9
30306095;WPDx;9
30306096;DoIWD;2
30306096;Madzi Alipo;9
30306096;WPDx;8
30306097;DoIWD;1
30306097;Madzi Alipo;4
30306097;WPDx;4
30306098;DoIWD;10
30306098;Madzi Alipo;9
30306098;WPDx;8
30306099;DoIWD;1
30306099;Madzi Alipo;7
30306099;WPDx;7
30306100;DoIWD;7
30306100;Madzi Alipo;20
30306100;WPDx;18
30306101;DoIWD;9
30306101;Madzi Alipo;17
30306101;WPDx;16
30306102;DoIWD;3
30306102;Madzi Alipo;7
30306102;WPDx;6
30306103;DoIWD;1
30306103;Madzi Alipo;13
30306103;WPDx;13
30306104;DoIWD;11
30306104;Madzi Alipo;14
30306104;WPDx;13
30306105;DoIWD;4
30306105;Madzi Alipo;5
30306105;WPDx;5
30306106;DoIWD;4
30306106;Madzi Alipo;8
30306106;WPDx;8
30306107;DoIWD;1
30306107;Madzi Alipo;12
30306107;WPDx;8
30306108;DoIWD;2
30306109;CJF;3
30306109;DoIWD;6
30306109;Madzi Alipo;11
30306109;WPDx;1
30306110;DoIWD;3
30306110;Madzi Alipo;8
30306110;WPDx;3
30306111;DoIWD;2
30306111;Madzi Alipo;2
30306111;WPDx;2
30306112;DoIWD;2
30306112;Madzi Alipo;12
30306112;WPDx;9
30306113;DoIWD;5
30306113;Madzi Alipo;5
30306113;WPDx;4
30306114;DoIWD;1
30306114;Madzi Alipo;1
30306114;WPDx;1
30306115;DoIWD;5
30306115;Madzi Alipo;13
30306115;WPDx;12
30306116;DoIWD;7
30306116;Madzi Alipo;7
30306116;WPDx;7
30306117;DoIWD;2
30306117;Madzi Alipo;8
30306117;WPDx;8
30306118;Madzi Alipo;2
30306118;WPDx;2
30306119;Madzi Alipo;7
30306119;WPDx;7
30306120;DoIWD;2
30306120;Madzi Alipo;4
30306120;WPDx;3
30306121;DoIWD;3
30306121;Madzi Alipo;7
30306121;WPDx;4
30306122;DoIWD;2
30306122;Madzi Alipo;9
30306122;WPDx;6
30306123;DoIWD;1
30306123;Madzi Alipo;6
30306123;WPDx;5
30306124;DoIWD;2
30306124;Madzi Alipo;10
30306124;WPDx;10
30306125;Madzi Alipo;2
30306125;WPDx;1
30306801;DoIWD;104
30306801;Madzi Alipo;3
30306801;WPDx;3
30306802;DoIWD;1
30306802;Madzi Alipo;4
30306802;WPDx;4
30306803;DoIWD;1
30306803;Madzi Alipo;2
30306803;WPDx;2
30306902;DoIWD;14
30306902;Madzi Alipo;29
30306902;WPDx;26
30307001;DoIWD;8
30307001;Madzi Alipo;17
30307001;WPDx;17
30307002;DoIWD;3
30307002;Madzi Alipo;3
30307002;WPDx;3
30307003;DoIWD;10
30307003;Madzi Alipo;8
30307003;WPDx;8
30307004;DoIWD;4
30307004;Madzi Alipo;21
30307004;WPDx;21
30307005;DoIWD;10
30307005;Madzi Alipo;35
30307005;WPDx;34
30307006;DoIWD;7
30307006;Madzi Alipo;16
30307006;WPDx;11
30307007;DoIWD;3
30307007;Madzi Alipo;19
30307007;WPDx;17
30307008;DoIWD;4
30307008;Madzi Alipo;16
30307008;WPDx;16
30307009;DoIWD;3
30307009;Madzi Alipo;10
30307009;WPDx;10
30307010;DoIWD;7
30307010;Madzi Alipo;18
30307010;WPDx;18
30307011;DoIWD;10
30307011;Madzi Alipo;13
30307011;WPDx;12
30307012;DoIWD;7
30307012;Madzi Alipo;10
30307012;WPDx;8
30307013;DoIWD;3
30307013;Madzi Alipo;16
30307013;WPDx;15
30307014;DoIWD;9
30307014;Madzi Alipo;15
30307014;WPDx;15
30307015;DoIWD;5
30307015;Madzi Alipo;9
30307015;WPDx;9
30307016;DoIWD;19
30307016;Madzi Alipo;26
30307016;WPDx;24
30307017;DoIWD;13
30307017;Madzi Alipo;10
30307017;WPDx;10
30307018;DoIWD;12
30307018;Madzi Alipo;18
30307018;WPDx;18
30307019;DoIWD;10
30307019;Madzi Alipo;20
30307019;WPDx;19
30307020;DoIWD;3
30307020;Madzi Alipo;20
30307020;WPDx;20
30307021;DoIWD;7
30307021;Madzi Alipo;20
30307021;WPDx;20
30307022;DoIWD;10
30307022;Madzi Alipo;17
30307022;WPDx;17
30307023;DoIWD;15
30307023;Madzi Alipo;28
30307023;WPDx;27
30307024;DoIWD;7
30307024;Madzi Alipo;10
30307024;WPDx;9
30307025;DoIWD;12
30307025;Madzi Alipo;16
30307025;WPDx;15
30307026;DoIWD;8
30307026;Madzi Alipo;6
30307026;WPDx;5
30307027;DoIWD;5
30307027;Madzi Alipo;10
30307027;WPDx;9
30307028;DoIWD;9
30307028;Madzi Alipo;20
30307028;WPDx;20
30307029;DoIWD;10
30307029;Madzi Alipo;20
30307029;WPDx;19
30307030;DoIWD;17
30307030;Madzi Alipo;21
30307030;WPDx;20
30307031;DoIWD;5
30307031;Madzi Alipo;7
30307031;WPDx;6
30307032;DoIWD;15
30307032;Madzi Alipo;22
30307032;WPDx;19
30307033;DoIWD;25
30307033;Madzi Alipo;30
30307033;WPDx;29
30307034;DoIWD;7
30307034;Madzi Alipo;10
30307034;WPDx;8
30307035;Madzi Alipo;10
30307035;WPDx;7
30307036;DoIWD;1
30307036;Madzi Alipo;20
30307036;WPDx;15
30307037;Madzi Alipo;7
30307037;WPDx;7
30307802;DoIWD;70
30307802;Madzi Alipo;3
30307802;WPDx;3
30307803;DoIWD;70
30307803;Madzi Alipo;18
30307803;WPDx;17
30307804;DoIWD;6
30307804;Madzi Alipo;10
30307804;WPDx;10
30307805;DoIWD;7
30307805;Madzi Alipo;8
30307805;WPDx;8
30307806;DoIWD;23
30307806;Madzi Alipo;16
30307806;WPDx;14
30307807;DoIWD;130
30307807;Madzi Alipo;14
30307807;WPDx;14
30307808;DoIWD;12
30307808;Madzi Alipo;19
30307808;WPDx;18
30307809;DoIWD;13
30307809;Madzi Alipo;16
30307809;WPDx;16
30307901;Madzi Alipo;12
30307901;WPDx;11
30307902;Madzi Alipo;6
30307902;WPDx;4
30331001;DoIWD;8
30331001;Madzi Alipo;8
30331001;WPDx;5
30331002;Madzi Alipo;2
30331003;Madzi Alipo;4
30331003;WPDx;1
30332001;Madzi Alipo;3
30332001;WPDx;3
30332004;Madzi Alipo;1
30332005;Madzi Alipo;1
30332005;WPDx;1
30334003;Madzi Alipo;1
30335001;DoIWD;1
30335001;Madzi Alipo;8
30335001;WPDx;6
30335002;DoIWD;52
30335003;DoIWD;44
30335003;Madzi Alipo;1
30335004;DoIWD;26
30335004;Madzi Alipo;2
30335004;WPDx;1
30335006;Madzi Alipo;1
30335006;WPDx;1
30335007;Madzi Alipo;2
30335007;WPDx;1
30335008;Madzi Alipo;1
30335008;WPDx;1
30336001;DoIWD;3
30336001;Madzi Alipo;11
30336001;WPDx;5
30336002;CJF;2
30336002;DoIWD;5
30336002;Madzi Alipo;8
30336002;WPDx;5
30336003;CJF;1
30336003;DoIWD;1
30336003;Madzi Alipo;3
30336003;WPDx;2
30337001;DoIWD;2
30337001;Madzi Alipo;3
30337001;WPDx;1
30339001;CJF;1
30339002;Madzi Alipo;1
30340001;Madzi Alipo;1
30340002;Madzi Alipo;1
30340002;WPDx;1
30341001;Madzi Alipo;1
30342001;Madzi Alipo;17
30342001;WPDx;16
30342002;Madzi Alipo;2
30342002;WPDx;2
30342003;Madzi Alipo;2
30342003;WPDx;2
30342005;Madzi Alipo;4
30342005;WPDx;2
30343001;DoIWD;2
30343001;Madzi Alipo;2
30343001;WPDx;1
30343002;CJF;2
30343002;Madzi Alipo;3
30343002;WPDx;2
30343003;Madzi Alipo;5
30343003;WPDx;2
30343004;CJF;1
30343004;Madzi Alipo;5
30343004;WPDx;2
30344001;CJF;1
30344001;DoIWD;4
30344001;Madzi Alipo;12
30344001;WPDx;7
30344002;CJF;2
30344002;DoIWD;1
30399930;DoIWD;1
30399930;Madzi Alipo;2
30399930;WPDx;1
30401001;CJF;2
30401001;DoIWD;7
30401001;Madzi Alipo;2
30401001;WPDx;1
30401002;CJF;3
30401002;DoIWD;2
30401002;Madzi Alipo;1
30401003;CJF;3
30401003;DoIWD;7
30401003;Madzi Alipo;1
30401004;DoIWD;3
30401004;Madzi Alipo;1
30401005;CJF;2
30401005;DoIWD;3
30401006;CJF;7
30401006;DoIWD;5
30401007;CJF;1
30401007;DoIWD;8
30401007;Madzi Alipo;1
30401008;CJF;1
30401008;DoIWD;4
30401009;DoIWD;5
30401009;Madzi Alipo;1
30401010;CJF;8
30401010;DoIWD;10
30401010;Madzi Alipo;1
30401011;CJF;1
30401011;DoIWD;3
30401012;CJF;2
30401012;DoIWD;7
30401012;Madzi Alipo;1
30401013;CJF;1
30401013;DoIWD;2
30401014;CJF;3
30401014;DoIWD;3
30401015;CJF;3
30401015;DoIWD;1
30401016;CJF;2
30401016;DoIWD;3
30401017;CJF;3
30401017;DoIWD;7
30401017;Madzi Alipo;3
30401018;CJF;4
30401018;DoIWD;4
30401019;CJF;4
30401019;DoIWD;2
30401020;CJF;2
30401020;DoIWD;1
30401020;Madzi Alipo;2
30401021;CJF;7
30401021;DoIWD;5
30401021;Madzi Alipo;1
30401022;DoIWD;2
30401022;Madzi Alipo;1
30401023;DoIWD;2
30401023;Madzi Alipo;1
30401024;DoIWD;5
30401024;Madzi Alipo;2
30401025;DoIWD;4
30401025;Madzi Alipo;1
30401026;CJF;1
30401026;DoIWD;4
30401026;Madzi Alipo;4
30401027;DoIWD;2
30401028;DoIWD;8
30401028;Madzi Alipo;5
30401029;DoIWD;4
30401030;Madzi Alipo;1
30401031;DoIWD;6
30401031;Madzi Alipo;2
30401032;DoIWD;4
30401032;Madzi Alipo;3
30401033;DoIWD;3
30401033;Madzi Alipo;2
30401034;DoIWD;12
30401035;DoIWD;3
30401035;Madzi Alipo;3
30401036;DoIWD;5
30401037;DoIWD;2
30401038;DoIWD;6
30401039;DoIWD;2
30401039;Madzi Alipo;1
30401040;DoIWD;2
30401040;Madzi Alipo;1
30401041;DoIWD;3
30401042;DoIWD;1
30401043;DoIWD;5
30401044;Madzi Alipo;1
30401045;DoIWD;2
30401046;DoIWD;4
30401047;DoIWD;2
30401047;Madzi Alipo;3
30401048;DoIWD;4
30401048;Madzi Alipo;5
30401049;CJF;1
30401049;DoIWD;3
30401049;Madzi Alipo;3
30401801;DoIWD;9
30401801;Madzi Alipo;5
30401801;WPDx;1
30401802;CJF;4
30401802;DoIWD;9
30401802;Madzi Alipo;6
30401803;DoIWD;6
30401901;CJF;1
30402002;CJF;6
30402002;DoIWD;4
30402003;CJF;1
30402003;DoIWD;1
30402003;Madzi Alipo;3
30402004;DoIWD;4
30402005;CJF;1
30402005;DoIWD;4
30402005;Madzi Alipo;4
30402006;CJF;1
30402006;DoIWD;1
30402007;CJF;1
30402007;DoIWD;4
30402007;Madzi Alipo;3
30402008;DoIWD;5
30402008;Madzi Alipo;3
30402009;DoIWD;3
30402009;Madzi Alipo;3
30402010;DoIWD;4
30402011;DoIWD;4
30402011;Madzi Alipo;1
30402012;DoIWD;4
30402012;Madzi Alipo;2
30402013;CJF;3
30402013;DoIWD;2
30402014;CJF;4
30402014;DoIWD;4
30402014;Madzi Alipo;3
30402015;CJF;3
30402015;DoIWD;5
30402016;CJF;3
30402016;DoIWD;1
30402016;Madzi Alipo;1
30402017;DoIWD;2
30402017;Madzi Alipo;2
30402018;CJF;3
30402018;DoIWD;3
30402018;Madzi Alipo;1
30402019;DoIWD;3
30402019;Madzi Alipo;1
30402020;DoIWD;2
30402021;DoIWD;3
30402021;Madzi Alipo;3
30402021;WPDx;1
30402022;DoIWD;3
30402023;DoIWD;5
30402023;Madzi Alipo;1
30402024;DoIWD;3
30402024;Madzi Alipo;1
30402025;DoIWD;5
30402026;DoIWD;5
30402026;Madzi Alipo;2
30402027;DoIWD;1
30402027;Madzi Alipo;2
30402028;DoIWD;1
30402029;CJF;1
30402029;DoIWD;4
30402029;Madzi Alipo;3
30402030;DoIWD;2
30402030;Madzi Alipo;3
30402031;CJF;3
30402031;DoIWD;7
30402031;Madzi Alipo;3
30402032;DoIWD;5
30402032;Madzi Alipo;1
30402033;CJF;1
30402033;DoIWD;10
30402033;Madzi Alipo;2
30402034;CJF;2
30402034;DoIWD;5
30402034;Madzi Alipo;1
30402035;CJF;1
30402035;DoIWD;4
30402036;CJF;1
30402036;DoIWD;3
30402037;CJF;1
30402037;DoIWD;1
30402038;CJF;8
30402038;DoIWD;4
30402038;Madzi Alipo;1
30402039;DoIWD;1
30402039;Madzi Alipo;2
30402040;DoIWD;2
30402040;Madzi Alipo;1
30402041;DoIWD;4
30402041;WPDx;2
30402042;DoIWD;2
30402043;CJF;1
30402043;DoIWD;2
30402044;DoIWD;4
30402044;Madzi Alipo;4
30402044;WPDx;1
30402046;DoIWD;1
30402046;Madzi Alipo;1
30403001;CJF;3
30403001;DoIWD;1
30403001;Madzi Alipo;4
30403002;CJF;1
30403002;DoIWD;7
30403002;Madzi Alipo;2
30403003;CJF;6
30403003;DoIWD;7
30403004;CJF;3
30403004;DoIWD;4
30403004;Madzi Alipo;3
30403005;CJF;7
30403005;DoIWD;6
30403005;Madzi Alipo;1
30403006;CJF;4
30403006;DoIWD;6
30403007;CJF;2
30403007;DoIWD;2
30403008;CJF;2
30403009;CJF;12
30403009;DoIWD;4
30403009;Madzi Alipo;3
30403010;DoIWD;3
30403010;Madzi Alipo;2
30403011;CJF;11
30403011;DoIWD;6
30403011;Madzi Alipo;3
30403012;CJF;2
30403012;DoIWD;4
30403012;Madzi Alipo;1
30403013;CJF;4
30403013;DoIWD;9
30403013;Madzi Alipo;4
30403014;CJF;4
30403014;DoIWD;2
30403015;CJF;11
30403015;DoIWD;10
30403015;Madzi Alipo;6
30403016;CJF;6
30403016;DoIWD;6
30403016;Madzi Alipo;4
30403017;CJF;2
30403017;DoIWD;4
30403017;Madzi Alipo;2
30403018;CJF;2
30403018;DoIWD;3
30403019;CJF;1
30403019;DoIWD;4
30403020;CJF;4
30403020;DoIWD;4
30403020;Madzi Alipo;1
30403021;CJF;4
30403021;DoIWD;3
30403022;CJF;9
30403022;DoIWD;5
30403022;Madzi Alipo;3
30403023;CJF;2
30403023;DoIWD;3
30403023;Madzi Alipo;2
30403024;CJF;6
30403024;DoIWD;1
30403024;Madzi Alipo;1
30403025;CJF;3
30403025;DoIWD;4
30403025;Madzi Alipo;4
30403026;CJF;3
30403026;DoIWD;4
30403027;CJF;2
30403027;DoIWD;4
30403027;Madzi Alipo;1
30403028;CJF;3
30403028;DoIWD;1
30403029;CJF;4
30403029;DoIWD;5
30403030;CJF;6
30403030;DoIWD;6
30403031;CJF;4
30403031;DoIWD;3
30403032;CJF;4
30403032;DoIWD;3
30403033;CJF;3
30403033;DoIWD;3
30403034;DoIWD;2
30403035;CJF;3
30403035;DoIWD;4
30403036;CJF;6
30403036;DoIWD;4
30403037;CJF;4
30403037;DoIWD;6
30403038;CJF;4
30403038;DoIWD;4
30403039;CJF;7
30403039;DoIWD;9
30403039;Madzi Alipo;4
30403040;CJF;3
30403040;DoIWD;2
30403040;Madzi Alipo;1
30403041;CJF;2
30403041;DoIWD;3
30403042;CJF;9
30403042;DoIWD;6
30403042;Madzi Alipo;2
30403043;CJF;1
30403043;DoIWD;1
30403044;CJF;3
30403044;DoIWD;3
30403045;CJF;1
30403045;DoIWD;6
30403045;Madzi Alipo;1
30403046;CJF;3
30403046;DoIWD;4
30403047;CJF;3
30403047;DoIWD;1
30403047;Madzi Alipo;1
30403048;DoIWD;1
30403049;CJF;1
30403049;DoIWD;5
30403050;CJF;2
30403050;DoIWD;2
30403051;DoIWD;6
30403051;Madzi Alipo;3
30403052;CJF;1
30403052;DoIWD;4
30403052;Madzi Alipo;1
30403053;CJF;1
30403053;DoIWD;6
30403053;Madzi Alipo;1
30403054;CJF;1
30403054;DoIWD;3
30403054;Madzi Alipo;1
30403055;DoIWD;3
30403056;DoIWD;4
30403057;DoIWD;3
30403058;CJF;2
30403058;DoIWD;2
30403059;CJF;2
30403059;DoIWD;3
30403059;Madzi Alipo;4
30403060;CJF;2
30403060;DoIWD;2
30403061;CJF;7
30403061;DoIWD;2
30403061;Madzi Alipo;2
30403062;DoIWD;2
30403063;CJF;3
30403063;DoIWD;4
30403063;Madzi Alipo;1
30403064;CJF;1
30403064;DoIWD;4
30403065;CJF;1
30403065;DoIWD;4
30403066;DoIWD;3
30403067;CJF;1
30403067;DoIWD;4
30403068;CJF;1
30403068;DoIWD;8
30403069;CJF;1
30403069;DoIWD;3
30403070;CJF;1
30403070;DoIWD;3
30403070;Madzi Alipo;1
30403071;DoIWD;3
30403072;DoIWD;4
30403072;Madzi Alipo;1
30403073;CJF;1
30403073;DoIWD;8
30403074;DoIWD;3
30403075;CJF;1
30403075;DoIWD;10
30403075;Madzi Alipo;2
30403076;DoIWD;4
30403076;Madzi Alipo;1
30403077;CJF;7
30403077;DoIWD;7
30403077;Madzi Alipo;1
30404001;CJF;3
30404001;DoIWD;4
30404001;Madzi Alipo;1
30404002;CJF;2
30404002;DoIWD;2
30404003;CJF;2
30404003;Madzi Alipo;1
30404004;Madzi Alipo;3
30404005;CJF;2
30404006;CJF;4
30404006;DoIWD;3
30404006;Madzi Alipo;3
30404007;CJF;3
30404007;DoIWD;1
30404007;Madzi Alipo;1
30404008;CJF;3
30404008;DoIWD;4
30404008;Madzi Alipo;2
30404009;CJF;2
30404009;DoIWD;4
30404009;Madzi Alipo;6
30404010;CJF;2
30404010;DoIWD;5
30404010;Madzi Alipo;5
30404011;CJF;1
30404011;DoIWD;7
30404012;CJF;9
30404012;DoIWD;6
30404012;Madzi Alipo;3
30404013;CJF;9
30404013;DoIWD;6
30404013;Madzi Alipo;2
30404014;CJF;4
30404014;DoIWD;3
30404015;CJF;4
30404015;DoIWD;9
30404015;Madzi Alipo;3
30404016;CJF;8
30404016;DoIWD;12
30404016;Madzi Alipo;6
30404017;CJF;15
30404017;DoIWD;12
30404017;Madzi Alipo;5
30404018;CJF;6
30404018;DoIWD;11
30404018;Madzi Alipo;3
30404019;CJF;3
30404019;DoIWD;9
30404019;Madzi Alipo;3
30404020;CJF;7
30404020;DoIWD;7
30404020;Madzi Alipo;5
30404021;CJF;4
30404021;DoIWD;3
30404021;Madzi Alipo;1
30404022;CJF;3
30404022;DoIWD;9
30404022;Madzi Alipo;1
30404023;CJF;5
30404023;DoIWD;5
30404023;Madzi Alipo;2
30404024;CJF;12
30404024;DoIWD;14
30404024;Madzi Alipo;4
30404025;CJF;14
30404025;DoIWD;13
30404025;Madzi Alipo;3
30404026;CJF;6
30404026;DoIWD;10
30404027;CJF;7
30404027;DoIWD;17
30404027;Madzi Alipo;6
30404028;CJF;1
30404028;DoIWD;7
30404028;Madzi Alipo;2
30404029;CJF;7
30404029;DoIWD;11
30404029;Madzi Alipo;2
30404030;CJF;10
30404030;DoIWD;8
30404030;Madzi Alipo;5
30404031;CJF;5
30404031;DoIWD;7
30404031;Madzi Alipo;2
30404032;CJF;11
30404032;DoIWD;10
30404032;Madzi Alipo;2
30404033;CJF;6
30404033;DoIWD;12
30404033;Madzi Alipo;3
30404034;CJF;6
30404034;DoIWD;8
30404034;Madzi Alipo;3
30404035;CJF;7
30404035;DoIWD;9
30404035;Madzi Alipo;2
30404036;CJF;2
30404036;DoIWD;8
30404036;Madzi Alipo;1
30404037;CJF;10
30404037;DoIWD;10
30404037;Madzi Alipo;4
30404038;CJF;4
30404038;DoIWD;7
30404038;Madzi Alipo;1
30405001;CJF;1
30405001;DoIWD;5
30405001;Madzi Alipo;6
30405001;WPDx;6
30405002;CJF;3
30405002;DoIWD;6
30405002;Madzi Alipo;1
30405003;CJF;2
30405003;DoIWD;7
30405003;Madzi Alipo;2
30405003;WPDx;1
30405004;CJF;1
30405004;DoIWD;3
30405004;Madzi Alipo;2
30405004;WPDx;1
30405005;CJF;6
30405005;DoIWD;4
30405006;CJF;4
30405006;DoIWD;5
30405006;Madzi Alipo;2
30405006;WPDx;2
30405007;CJF;2
30405007;DoIWD;4
30405008;CJF;1
30405008;DoIWD;6
30405008;Madzi Alipo;1
30405009;DoIWD;2
30405010;DoIWD;5
30405011;DoIWD;5
30405012;CJF;1
30405012;DoIWD;6
30405013;CJF;1
30405013;DoIWD;4
30405014;CJF;3
30405014;DoIWD;3
30405015;CJF;5
30405015;DoIWD;5
30405015;Madzi Alipo;1
30405016;DoIWD;3
30405017;DoIWD;2
30405018;CJF;4
30405018;DoIWD;10
30405018;Madzi Alipo;1
30406001;DoIWD;4
30406001;Madzi Alipo;1
30406001;WPDx;1
30406002;CJF;1
30406002;DoIWD;6
30406002;Madzi Alipo;1
30406003;DoIWD;5
30406003;Madzi Alipo;1
30406004;CJF;1
30406004;DoIWD;2
30406005;DoIWD;3
30406005;Madzi Alipo;1
30406005;WPDx;1
30406006;DoIWD;3
30406006;Madzi Alipo;1
30406007;CJF;1
30406007;DoIWD;2
30406007;Madzi Alipo;2
30406008;CJF;1
30406008;DoIWD;6
30406008;Madzi Alipo;1
30406008;WPDx;1
30406009;CJF;4
30406009;DoIWD;4
30406009;Madzi Alipo;4
30406010;CJF;1
30406010;DoIWD;1
30406011;DoIWD;1
30406012;CJF;1
30406012;DoIWD;3
30406012;Madzi Alipo;1
30406013;DoIWD;1
30406014;CJF;2
30406014;DoIWD;5
30406014;Madzi Alipo;3
30406015;DoIWD;5
30406015;Madzi Alipo;2
30406015;WPDx;1
30406016;DoIWD;4
30406017;DoIWD;2
30406017;Madzi Alipo;3
30406018;CJF;1
30406018;DoIWD;3
30406018;Madzi Alipo;4
30406019;CJF;1
30406019;DoIWD;2
30406019;Madzi Alipo;3
30406020;DoIWD;4
30406020;Madzi Alipo;2
30406021;CJF;2
30406021;DoIWD;2
30406021;Madzi Alipo;3
30406022;DoIWD;6
30406022;Madzi Alipo;3
30406023;DoIWD;6
30406023;Madzi Alipo;1
30406024;CJF;2
30406024;DoIWD;1
30406024;Madzi Alipo;4
30406025;CJF;1
30406025;DoIWD;4
30406026;DoIWD;5
30406026;Madzi Alipo;5
30406027;DoIWD;4
30406027;Madzi Alipo;5
30406028;CJF;1
30406028;DoIWD;4
30406028;Madzi Alipo;6
30406029;DoIWD;2
30406029;Madzi Alipo;4
30406030;CJF;1
30406030;DoIWD;7
30406030;Madzi Alipo;3
30420701;CJF;1
30420701;Madzi Alipo;4
30420702;CJF;1
30501001;CJF;4
30501001;DoIWD;3
30501001;Madzi Alipo;1
30501002;CJF;1
30501002;DoIWD;3
30501002;Madzi Alipo;2
30501004;CJF;4
30501004;DoIWD;4
30501004;Madzi Alipo;4
30501005;DoIWD;2
30501006;CJF;4
30501006;DoIWD;2
30501007;CJF;4
30501007;DoIWD;4
30501007;Madzi Alipo;9
30501008;CJF;3
30501008;DoIWD;8
30501008;Madzi Alipo;3
30501009;CJF;1
30501009;DoIWD;5
30501009;Madzi Alipo;1
30501010;CJF;4
30501010;DoIWD;3
30501010;Madzi Alipo;3
30501010;WPDx;2
30501011;CJF;9
30501011;DoIWD;1
30501011;Madzi Alipo;2
30501011;WPDx;1
30501012;CJF;13
30501012;DoIWD;4
30501012;Madzi Alipo;2
30501012;WPDx;1
30501013;CJF;10
30501013;DoIWD;6
30501013;Madzi Alipo;2
30501014;CJF;3
30501014;DoIWD;1
30501015;CJF;3
30501015;DoIWD;2
30501015;Madzi Alipo;2
30501016;CJF;2
30501016;DoIWD;3
30501017;CJF;10
30501017;DoIWD;3
30501017;Madzi Alipo;2
30501017;WPDx;2
30501018;CJF;10
30501018;DoIWD;7
30501018;Madzi Alipo;3
30501019;CJF;8
30501019;DoIWD;5
30501019;Madzi Alipo;3
30501019;WPDx;1
30501020;CJF;12
30501020;DoIWD;4
30501020;Madzi Alipo;6
30501020;WPDx;3
30501021;CJF;3
30501021;DoIWD;2
30501021;Madzi Alipo;1
30501022;CJF;10
30501022;DoIWD;5
30501022;Madzi Alipo;2
30501023;CJF;5
30501023;DoIWD;2
30501023;Madzi Alipo;2
30501024;CJF;2
30501024;DoIWD;5
30501024;Madzi Alipo;1
30501025;CJF;2
30501025;DoIWD;4
30501026;DoIWD;4
30501026;Madzi Alipo;1
30501027;DoIWD;7
30501027;Madzi Alipo;5
30501028;CJF;2
30501028;DoIWD;5
30501028;Madzi Alipo;1
30501029;CJF;3
30501029;DoIWD;4
30501029;Madzi Alipo;1
30501030;CJF;8
30501030;DoIWD;5
30501030;Madzi Alipo;5
30501031;DoIWD;9
30501031;Madzi Alipo;5
30501031;WPDx;1
30501032;CJF;4
30501032;DoIWD;5
30501032;Madzi Alipo;2
30501033;CJF;7
30501033;DoIWD;6
30501033;Madzi Alipo;1
30501034;CJF;10
30501034;DoIWD;8
30501034;Madzi Alipo;9
30501034;WPDx;2
30501035;CJF;1
30501035;DoIWD;6
30501035;Madzi Alipo;6
30501036;DoIWD;1
30501036;Madzi Alipo;3
30501036;WPDx;1
30501037;CJF;4
30501037;Madzi Alipo;2
30501037;WPDx;3
30501038;CJF;5
30501038;DoIWD;8
30501038;Madzi Alipo;4
30501038;WPDx;2
30501039;CJF;4
30501039;DoIWD;5
30501039;Madzi Alipo;2
30501039;WPDx;1
30501040;CJF;11
30501040;DoIWD;9
30501040;Madzi Alipo;11
30501040;WPDx;6
30501041;CJF;2
30501041;DoIWD;4
30501041;Madzi Alipo;1
30501042;DoIWD;4
30501042;Madzi Alipo;1
30501043;CJF;1
30501043;DoIWD;6
30501043;Madzi Alipo;5
30501043;WPDx;1
30501044;CJF;3
30501044;DoIWD;1
30501044;Madzi Alipo;3
30501045;CJF;2
30501045;DoIWD;2
30501045;Madzi Alipo;5
30501046;CJF;2
30501046;DoIWD;1
30501047;CJF;7
30501047;DoIWD;5
30501047;Madzi Alipo;6
30501047;WPDx;1
30501048;DoIWD;2
30501048;Madzi Alipo;2
30501049;CJF;4
30501049;DoIWD;6
30501049;Madzi Alipo;1
30501049;WPDx;4
30501050;CJF;1
30501051;CJF;4
30501051;Madzi Alipo;2
30501051;WPDx;5
30501052;CJF;6
30501052;DoIWD;1
30501052;Madzi Alipo;10
30501052;WPDx;3
30501054;CJF;1
30501054;WPDx;1
30501055;WPDx;1
30501057;Madzi Alipo;2
30501057;WPDx;2
30501058;CJF;2
30501058;WPDx;2
30501059;CJF;3
30501059;DoIWD;2
30501059;Madzi Alipo;2
30501060;CJF;4
30501060;DoIWD;1
30501060;Madzi Alipo;5
30501061;CJF;17
30501061;DoIWD;4
30501061;Madzi Alipo;2
30501804;CJF;2
30501804;DoIWD;2
30501804;Madzi Alipo;2
30501804;WPDx;2
30501805;CJF;3
30501805;DoIWD;1
30501805;Madzi Alipo;1
